"","DOY","obs1","obs2","ysi_p","hylb_p","ysi_m","hylb_m"
"1",134.534722222222,0.0934216851622351,0.494154594018443,0.0934216851622351,0.494154594018443,0.0934216851622351,0.494154594018443
"2",134.538194444444,0.0791812460476248,0.439332693830263,0.0791812460476248,0.439332693830263,0.0791812460476248,0.439332693830263
"3",134.541666666667,0.0755469613925307,0.354108439147401,0.0755469613925307,0.354108439147401,0.0755469613925307,0.354108439147401
"4",134.545138888889,0.0755469613925307,NA,0.0755469613925307,0.419699376376462,0.0755469613925307,0.344013979970708
"5",134.548611111111,0.0606978403536116,0.376576957056512,0.0606978403536116,0.376576957056512,0.0606978403536116,0.376576957056512
"6",134.552083333333,0.0569048513364726,0.403120521175818,0.0569048513364726,0.403120521175818,0.0569048513364726,0.403120521175818
"7",134.555555555556,0.0718820073061254,0.354108439147401,0.0718820073061254,0.354108439147401,0.0718820073061254,0.354108439147401
"8",134.559027777778,0.0453229787866575,0.294466226161593,0.0453229787866575,0.294466226161593,0.0453229787866575,0.294466226161593
"9",134.5625,0.0681858617461616,0.33645973384853,0.0681858617461616,0.33645973384853,0.0681858617461616,0.33645973384853
"10",134.565972222222,0.0827853703164501,0.305351369446624,0.0827853703164501,0.305351369446624,0.0827853703164501,0.305351369446624
"11",134.569444444444,0.0791812460476248,0.380211241711606,0.0791812460476248,0.380211241711606,0.0791812460476248,0.380211241711606
"12",134.572916666667,0.0863598306747482,0.294466226161593,0.0863598306747482,0.294466226161593,0.0863598306747482,0.294466226161593
"13",134.576388888889,0.0827853703164501,0.363611979892144,0.0827853703164501,0.363611979892144,0.0827853703164501,0.363611979892144
"14",134.579861111111,0.143014800254095,0.255272505103306,0.143014800254095,0.255272505103306,0.143014800254095,0.255272505103306
"15",134.583333333333,0.0863598306747482,0.28330122870355,0.0863598306747482,0.28330122870355,0.0863598306747482,0.28330122870355
"16",134.586805555556,0.110589710299249,0.269512944217916,0.110589710299249,0.269512944217916,0.110589710299249,0.269512944217916
"17",134.590277777778,0.0791812460476248,0.271841606536499,0.0791812460476248,0.271841606536499,0.0791812460476248,0.271841606536499
"18",134.59375,0.0791812460476248,0.287801729930226,0.0791812460476248,0.287801729930226,0.0791812460476248,0.287801729930226
"19",134.597222222222,0.0969100130080564,0.330413773349191,0.0969100130080564,0.330413773349191,0.0969100130080564,0.330413773349191
"20",134.600694444444,0.0718820073061254,0.238046103128795,0.0718820073061254,0.238046103128795,0.0718820073061254,0.238046103128795
"21",134.604166666667,0.0718820073061254,0.496929648073215,0.0718820073061254,0.496929648073215,0.0718820073061254,0.496929648073215
"22",134.607638888889,0.0827853703164501,0.385606273598312,0.0827853703164501,0.385606273598312,0.0827853703164501,0.385606273598312
"23",134.611111111111,0.0606978403536116,0.262451089730429,0.0606978403536116,0.262451089730429,0.0606978403536116,0.262451089730429
"24",134.614583333333,0.0413926851582251,0.482873583608754,0.0413926851582251,0.482873583608754,0.0413926851582251,0.482873583608754
"25",134.618055555556,0.0899051114393979,0.267171728403014,0.0899051114393979,0.267171728403014,0.0899051114393979,0.267171728403014
"26",134.621527777778,0.0718820073061254,0.340444114840118,0.0718820073061254,0.340444114840118,0.0718820073061254,0.340444114840118
"27",134.625,0.0791812460476248,0.350248018334163,0.0791812460476248,0.350248018334163,0.0791812460476248,0.350248018334163
"28",134.628472222222,0.0718820073061254,0.305351369446624,0.0718820073061254,0.305351369446624,0.0718820073061254,0.305351369446624
"29",134.631944444444,0.0530784434834197,0.328379603438738,0.0530784434834197,0.328379603438738,0.0530784434834197,0.328379603438738
"30",134.635416666667,0.0606978403536116,0.326335860928751,0.0606978403536116,0.326335860928751,0.0606978403536116,0.326335860928751
"31",134.638888888889,0.0791812460476248,0.356025857193123,0.0791812460476248,0.356025857193123,0.0791812460476248,0.356025857193123
"32",134.642361111111,0.0791812460476248,0.383815365980431,0.0791812460476248,0.383815365980431,0.0791812460476248,0.383815365980431
