"","DOY","obs1","obs2","ysi_p","hylb_p","ysi_m","hylb_m"
"373",130.291666666667,5.7,15.2,5.7,15.2,5.7,15.2
"374",130.295138888889,6.6,14.5,6.6,14.5,6.6,14.5
"375",130.298611111111,6,13.2,6,13.2,6,13.2
"376",130.302083333333,5.2,14.5,5.2,14.5,5.2,14.5
"377",130.305555555556,5.3,13.9,5.3,13.9,5.3,13.9
"378",130.309027777778,5.1,19.8,5.1,19.8,5.1,19.8
"379",130.3125,4.8,14.5,4.8,14.5,4.8,14.5
"380",130.315972222222,5.7,13.6,5.7,13.6,5.7,13.6
"381",130.319444444444,5.9,21.1,5.9,21.1,5.9,21.1
"382",130.322916666667,4.9,14.2,4.9,14.2,4.9,14.2
"383",130.326388888889,5.1,14.5,5.1,14.5,5.1,14.5
"384",130.329861111111,6.2,13.2,6.2,13.2,6.2,13.2
"385",130.333333333333,5.7,11.8,5.7,11.8,5.7,11.8
"386",130.336805555556,5.9,12.7,5.9,12.7,5.9,12.7
"387",130.340277777778,5.1,13.7,5.1,13.7,5.1,13.7
"388",130.34375,5.6,10.7,5.6,10.7,5.6,10.7
"389",130.347222222222,5.3,13.5,5.3,13.5,5.3,13.5
"390",130.350694444444,5.2,NA,5.2,12.8581548214218,5.2,12.8281864995049
"391",130.354166666667,5.6,12.1,5.6,12.1,5.6,12.1
"392",130.357638888889,5.7,12.2,5.7,12.2,5.7,12.2
"393",130.361111111111,6.5,14,6.5,14,6.5,14
"394",130.364583333333,5,13.7,5,13.7,5,13.7
"395",130.368055555556,5.8,14.1,5.8,14.1,5.8,14.1
"396",130.371527777778,5.6,12.6,5.6,12.6,5.6,12.6
"397",130.375,5.2,13,5.2,13,5.2,13
"398",130.378472222222,6.2,15.2,6.2,15.2,6.2,15.2
"399",130.381944444444,6.5,16,6.5,16,6.5,16
"400",130.385416666667,6.9,18.3,6.9,18.3,6.9,18.3
"401",130.388888888889,6.8,12.7,6.8,12.7,6.8,12.7
"402",130.392361111111,6,15.7,6,15.7,6,15.7
"403",130.395833333333,6.9,11.2,6.9,11.2,6.9,11.2
"404",130.399305555556,6,15.7,6,15.7,6,15.7
"405",130.402777777778,7.2,16,7.2,16,7.2,16
"406",130.40625,7.3,17.7,7.3,17.7,7.3,17.7
"407",130.409722222222,5.3,16.3,5.3,16.3,5.3,16.3
"408",130.413194444444,5.7,16.2,5.7,16.2,5.7,16.2
"409",130.416666666667,6.8,12.5,6.8,12.5,6.8,12.5
"410",130.420138888889,6.8,16.6,6.8,16.6,6.8,16.6
"411",130.423611111111,5.4,14.3,5.4,14.3,5.4,14.3
"412",130.427083333333,6.4,16.1,6.4,16.1,6.4,16.1
"413",130.430555555556,5.8,14,5.8,14,5.8,14
"414",130.434027777778,5.6,13.9,5.6,13.9,5.6,13.9
"415",130.4375,5.2,12.7,5.2,12.7,5.2,12.7
"416",130.440972222222,4.4,12.2,4.4,12.2,4.4,12.2
"417",130.444444444444,5.2,11.8,5.2,11.8,5.2,11.8
"418",130.447916666667,5.1,10.8,5.1,10.8,5.1,10.8
"419",130.451388888889,5,11.8,5,11.8,5,11.8
"420",130.454861111111,4.3,12.2,4.3,12.2,4.3,12.2
"421",130.458333333333,5,13.2,5,13.2,5,13.2
"422",130.461805555556,4.5,8.5,4.5,8.5,4.5,8.5
"423",130.465277777778,5.5,10,5.5,10,5.5,10
"424",130.46875,4.7,9.8,4.7,9.8,4.7,9.8
