"year","lake","DOY","Manual_Chl"
2014,"R",166,8.726021003
2014,"R",167,8.835323174
2014,"R",168,7.941889792
2014,"R",169,6.700291454
2014,"R",170,5.461802195
2014,"R",171,5.373126223
2014,"R",172,5.493946158
2014,"R",173,4.871835521
2014,"R",174,5.860800983
2014,"R",175,3.621668045
2014,"R",176,4.42733536
2014,"R",177,4.32685316
2014,"R",178,13.04071092
2014,"R",179,4.37054482
2014,"R",180,4.203792627
2014,"R",181,3.068498884
2014,"R",182,2.59866273
2014,"R",183,2.662347418
2014,"R",184,2.49464728
2014,"R",185,2.514898838
2014,"R",186,4.562374474
2014,"R",187,7.007297715
2014,"R",188,3.980853131
2014,"R",189,7.312363743
2014,"R",190,6.839425223
2014,"R",191,7.102954012
2014,"R",192,9.273231651
2014,"R",193,5.557717023
2014,"R",194,3.609172403
2014,"R",195,9.270215462
2014,"R",196,5.975933246
2014,"R",197,4.13760881
2014,"R",198,2.48180693
2014,"R",199,4.80142904
2014,"R",200,4.168373944
2014,"R",201,3.612705654
2014,"R",202,2.681909562
2014,"R",203,3.01618954
2014,"R",204,3.536008263
2014,"R",205,3.045231136
2014,"R",206,4.648896026
2014,"R",207,3.977578411
2014,"R",208,5.792462746
2014,"R",209,5.719298605
2014,"R",210,5.594083651
2014,"R",211,5.678019897
2014,"R",212,7.484114193
2014,"R",213,8.708428616
2014,"R",214,6.932496215
2014,"R",215,7.04840407
2014,"R",216,8.154570039
2014,"R",217,6.050820924
2014,"R",218,7.777373993
2014,"R",219,10.80218122
2014,"R",220,12.66653106
2014,"R",221,7.075808306
2014,"R",222,5.092879126
2014,"R",223,11.13106049
2014,"R",224,10.30003047
2014,"R",225,10.47453686
2014,"R",226,8.668873444
2014,"R",227,7.879665907
2014,"R",228,6.340978358
2014,"R",229,5.360458227
2014,"R",230,5.675693122
2014,"R",231,8.136987378
2014,"R",232,5.07314032
2014,"R",233,8.714805702
2014,"R",234,13.34181281
2014,"R",235,5.428796464
2014,"R",236,7.134494737
2014,"R",237,6.942665082
2014,"R",238,7.427065122
2014,"R",239,7.010486259
2014,"R",240,7.920255201
2014,"R",241,6.706454353
2014,"T",146,4.576766007
2014,"T",147,4.835296539
2014,"T",148,6.043754423
2014,"T",149,1.776621816
2014,"T",150,3.852191103
2014,"T",151,3.752484495
2014,"T",152,4.601929646
2014,"T",153,8.948344949
2014,"T",154,10.91369405
2014,"T",155,8.728680174
2014,"T",156,10.32941505
2014,"T",157,8.896638843
2014,"T",158,9.819937549
2014,"T",159,12.06510287
2014,"T",160,10.64887261
2014,"T",161,7.455158774
2014,"T",162,9.533916604
2014,"T",163,10.71936527
2014,"T",164,11.49616334
2014,"T",165,12.76753032
2014,"T",166,13.12180333
2014,"T",167,12.01925678
2014,"T",168,12.68773056
2014,"T",169,13.73684746
2014,"T",170,14.83353398
2014,"T",171,14.07129979
2014,"T",172,16.88161285
2014,"T",173,13.58827858
2014,"T",174,13.49563848
2014,"T",175,14.49632399
2014,"T",176,12.07940822
2014,"T",177,8.928351922
2014,"T",178,5.127953102
2014,"T",179,13.58767535
2014,"T",180,11.31631227
2014,"T",181,10.59475355
2014,"T",182,11.57139573
2014,"T",183,10.4393767
2014,"T",184,11.48203034
2014,"T",185,12.14481645
2014,"T",186,10.20850894
2014,"T",187,15.85990019
2014,"T",188,16.34610994
2014,"T",189,9.626384358
2014,"T",190,19.81326291
2014,"T",191,9.927661547
2014,"T",192,11.50536613
2014,"T",193,10.88064833
2014,"T",194,10.95013853
2014,"T",195,10.83462595
2014,"T",196,11.86941031
2014,"T",197,10.88039286
2014,"T",198,13.83776055
2014,"T",199,11.80665851
2014,"T",200,12.37206478
2014,"T",201,8.473510539
2014,"T",202,11.73442231
2014,"T",203,6.581153222
2014,"T",204,7.654141106
2014,"T",205,16.43487209
2014,"T",206,14.51097405
2014,"T",207,14.14997925
2014,"T",208,13.76476876
2014,"T",209,15.83189272
2014,"T",210,13.01701228
2014,"T",211,9.670593079
2014,"T",212,9.22083613
2014,"T",213,9.882588115
2014,"T",214,9.073904611
2014,"T",215,8.315893091
2014,"T",216,7.758845972
2014,"T",217,10.49961432
2014,"T",218,10.44359937
2014,"T",219,11.33811501
2014,"T",220,11.07070826
2014,"T",221,11.07923977
2014,"T",222,12.06044932
2014,"T",223,15.86624108
2014,"T",224,18.08747423
2014,"T",225,11.65205725
2014,"T",226,12.28175145
2014,"T",227,9.76176818
2014,"T",228,11.03658223
2014,"T",229,12.03649215
2014,"T",230,13.0340753
2014,"T",231,19.53672314
2014,"T",232,15.4638926
2014,"T",233,11.69040595
2014,"T",234,17.89229488
2014,"T",235,20.37780741
2014,"T",236,18.26837063
2014,"T",237,16.12067132
2014,"T",238,16.18978515
2014,"T",239,16.0284621
2014,"T",240,16.39712664
2014,"T",241,16.39479986
2015,"L",145,1.915112004
2015,"L",146,1.997015299
2015,"L",147,2.149711269
2015,"L",148,1.983223991
2015,"L",149,2.883303172
2015,"L",150,2.598186865
2015,"L",151,2.014973091
2015,"L",152,2.275143677
2015,"L",153,2.026937654
2015,"L",154,2.240091418
2015,"L",155,2.025283729
2015,"L",156,2.400724663
2015,"L",157,2.037574384
2015,"L",158,1.882986762
2015,"L",159,2.054229368
2015,"L",160,1.687081518
2015,"L",161,1.823133452
2015,"L",162,1.803911952
2015,"L",163,1.627727904
2015,"L",164,1.931329851
2015,"L",165,2.054298184
2015,"L",166,2.369903794
2015,"L",167,1.593320011
2015,"L",168,2.490896801
2015,"L",169,1.665811184
2015,"L",170,1.73118618
2015,"L",171,2.160815635
2015,"L",172,2.511228737
2015,"L",173,2.157453045
2015,"L",174,2.071120515
2015,"L",175,1.643837053
2015,"L",176,2.275831834
2015,"L",177,1.94177812
2015,"L",178,1.666358583
2015,"L",179,1.736425563
2015,"L",180,2.033537713
2015,"L",181,2.26641893
2015,"L",182,1.948224908
2015,"L",183,2.530730192
2015,"L",184,1.868270351
2015,"L",185,1.714920631
2015,"L",186,1.596604401
2015,"L",187,2.070885916
2015,"L",188,2.18153857
2015,"L",189,2.085725884
2015,"L",190,2.211205211
2015,"L",191,2.082671401
2015,"L",192,1.721537112
2015,"L",193,1.736972962
2015,"L",194,2.34122247
2015,"L",195,1.824087489
2015,"L",196,1.943733114
2015,"L",197,1.68645592
2015,"L",198,2.203199902
2015,"L",199,2.226816228
2015,"L",200,1.686846919
2015,"L",201,1.631872491
2015,"L",202,1.55554953
2015,"L",203,2.090201256
2015,"L",204,1.921488412
2015,"L",205,1.851535603
2015,"L",206,1.139761431
2015,"L",207,1.5649335
2015,"L",208,1.530837625
2015,"L",209,1.547182156
2015,"L",210,1.994093757
2015,"L",211,1.933723546
2015,"L",212,2.029127247
2015,"L",213,2.03139504
2015,"L",214,2.384921275
2015,"L",215,2.112836175
2015,"L",216,2.356767017
2015,"L",217,2.375082964
2015,"L",218,2.085352871
2015,"L",219,2.248164761
2015,"L",220,2.357957217
2015,"L",221,2.428806195
2015,"L",222,1.906054908
2015,"L",223,2.480534552
2015,"L",224,2.144862885
2015,"L",225,1.830107306
2015,"L",226,2.385014333
2015,"L",227,2.190609741
2015,"L",228,2.13023953
2015,"L",229,2.876186995
2015,"L",230,2.3904195
2015,"L",231,2.583563511
2015,"L",232,2.946253975
2015,"L",233,2.544307234
2015,"L",234,2.628997569
2015,"L",235,2.859765046
2015,"L",236,3.158097112
2015,"L",237,3.380575416
2015,"L",238,2.72119508
2015,"L",239,3.354378498
2015,"L",240,3.246775634
2015,"L",241,3.009986776
2015,"L",242,2.595840873
2015,"L",243,2.151275264
2015,"L",244,2.135713513
2015,"L",245,2.599047062
2015,"L",246,2.901601915
2015,"R",145,2.279210064
2015,"R",146,1.874000047
2015,"R",147,2.623054387
2015,"R",148,1.7566793
2015,"R",149,1.811106329
2015,"R",150,1.984866185
2015,"R",151,1.629057299
2015,"R",152,1.438640896
2015,"R",153,1.262456847
2015,"R",154,2.205509141
2015,"R",155,2.652264342
2015,"R",156,3.246634093
2015,"R",157,3.697139754
2015,"R",158,4.140278217
2015,"R",159,5.381081552
2015,"R",160,4.031901176
2015,"R",161,4.99395601
2015,"R",162,5.214516074
2015,"R",163,3.746941268
2015,"R",164,5.401709865
2015,"R",165,6.474602686
2015,"R",166,6.912570581
2015,"R",167,6.468605547
2015,"R",168,9.624278467
2015,"R",169,8.855262074
2015,"R",170,9.834870407
2015,"R",171,12.59328857
2015,"R",172,12.56239967
2015,"R",173,18.46241479
2015,"R",174,14.43942839
2015,"R",175,23.32769076
2015,"R",176,35.18164679
2015,"R",177,31.67316863
2015,"R",178,34.34220448
2015,"R",179,40.15049129
2015,"R",180,32.05914855
2015,"R",181,26.12211209
2015,"R",182,17.86350789
2015,"R",183,22.04095289
2015,"R",184,14.27223731
2015,"R",185,13.30600114
2015,"R",186,11.42521883
2015,"R",187,12.56138307
2015,"R",188,10.68771694
2015,"R",189,10.59472022
2015,"R",190,9.907949643
2015,"R",191,9.256944501
2015,"R",192,8.283954213
2015,"R",193,8.337970694
2015,"R",194,5.644380128
2015,"R",195,8.292849435
2015,"R",196,8.662030479
2015,"R",197,8.646546928
2015,"R",198,9.062647825
2015,"R",199,8.518377529
2015,"R",200,7.807619955
2015,"R",201,8.007576729
2015,"R",202,7.863141781
2015,"R",203,7.691493318
2015,"R",204,8.515607694
2015,"R",205,7.290093975
2015,"R",206,5.794836457
2015,"R",207,5.364112205
2015,"R",208,4.256652747
2015,"R",209,3.86142571
2015,"R",210,3.276256942
2015,"R",211,3.19055001
2015,"R",212,3.566456234
2015,"R",213,3.549174088
2015,"R",214,4.470746472
2015,"R",215,5.168604997
2015,"R",216,6.482912192
2015,"R",217,7.040167557
2015,"R",218,6.346926728
2015,"R",219,5.458733909
2015,"R",220,6.498086855
2015,"R",221,4.909224229
2015,"R",222,4.17955248
2015,"R",223,3.732809009
2015,"R",224,4.156004188
2015,"R",225,3.271393699
2015,"R",226,3.240050456
2015,"R",227,2.815034786
2015,"R",228,3.283138521
2015,"R",229,3.507571818
2015,"R",230,2.519624263
2015,"R",231,3.163336496
2015,"R",232,3.198291786
2015,"R",233,2.513105532
2015,"R",234,2.938043001
2015,"R",235,2.952431756
2015,"R",236,2.958374937
2015,"R",237,2.66692445
2015,"R",238,3.203061971
2015,"R",239,3.623854854
2015,"R",240,3.127912007
2015,"R",241,2.652613895
2015,"R",242,3.012098169
2015,"R",243,2.449372731
2015,"R",244,2.392834308
2015,"R",245,2.462823089
2015,"R",246,2.550719614
2015,"T",145,6.70414321
2015,"T",146,6.575295037
2015,"T",147,7.058700899
2015,"T",148,5.652903901
2015,"T",149,6.361002684
2015,"T",150,6.236508674
2015,"T",151,5.54131285
2015,"T",152,5.020424281
2015,"T",153,5.951079567
2015,"T",154,7.580831281
2015,"T",155,9.67312047
2015,"T",156,9.677884399
2015,"T",157,9.865551299
2015,"T",158,11.39033314
2015,"T",159,12.21112637
2015,"T",160,12.02070996
2015,"T",161,11.24073286
2015,"T",162,9.818292059
2015,"T",163,9.861223725
2015,"T",164,10.13140466
2015,"T",165,11.36796957
2015,"T",166,12.1472794
2015,"T",167,11.96761233
2015,"T",168,13.39538346
2015,"T",169,12.31364625
2015,"T",170,11.90653832
2015,"T",171,12.09163714
2015,"T",172,13.97828443
2015,"T",173,13.98414942
2015,"T",174,14.57260257
2015,"T",175,8.857999066
2015,"T",176,14.63678268
2015,"T",177,8.820541383
2015,"T",178,7.177877326
2015,"T",179,7.187261297
2015,"T",180,10.56431069
2015,"T",181,11.42691733
2015,"T",182,10.44295405
2015,"T",183,8.448224529
2015,"T",184,12.2018988
2015,"T",185,7.403170821
2015,"T",186,6.980579344
2015,"T",187,11.74583782
2015,"T",188,10.78624863
2015,"T",189,8.506897023
2015,"T",190,8.079141234
2015,"T",191,7.026181531
2015,"T",192,8.317419016
2015,"T",193,8.658276891
2015,"T",194,8.053636384
2015,"T",195,9.189018629
2015,"T",196,7.827404493
2015,"T",197,7.664983601
2015,"T",198,7.546432772
2015,"T",199,7.646528459
2015,"T",200,7.707680667
2015,"T",201,7.59820101
2015,"T",202,7.478320786
2015,"T",203,7.421078565
2015,"T",204,7.14591865
2015,"T",205,7.888713101
2015,"T",206,8.181883983
2015,"T",207,6.868910094
2015,"T",208,6.456321147
2015,"T",209,5.681525011
2015,"T",210,6.431226064
2015,"T",211,5.086112076
2015,"T",212,5.00806872
2015,"T",213,6.381021821
2015,"T",214,9.005224963
2015,"T",215,7.635659475
2015,"T",216,11.2013298
2015,"T",217,8.205422109
2015,"T",218,11.3075282
2015,"T",219,11.29626743
2015,"T",220,14.13890673
2015,"T",221,16.73818839
2015,"T",222,14.5883911
2015,"T",223,20.06626206
2015,"T",224,14.55735362
2015,"T",225,18.15768208
2015,"T",226,29.22098071
2015,"T",227,26.63319441
2015,"T",228,29.75492864
2015,"T",229,27.59997799
2015,"T",230,26.76890931
2015,"T",231,33.21135782
2015,"T",232,34.64272613
2015,"T",233,34.39514571
2015,"T",234,55.92823029
2015,"T",235,58.19516299
2015,"T",236,47.11277189
2015,"T",237,49.84702633
2015,"T",238,67.74053791
2015,"T",239,50.54323875
2015,"T",240,74.65910484
2015,"T",241,65.50128792
2015,"T",242,56.594414
2015,"T",243,44.21734776
2015,"T",244,57.16832201
2015,"T",245,64.93903168
2015,"T",246,57.97182449
2024,"L",148,2.420690492
2024,"L",149,3.618531554
2024,"L",150,3.268530209
2024,"L",151,2.630575677
2024,"L",152,2.258271925
2024,"L",153,2.799039122
2024,"L",154,2.375383939
2024,"L",155,2.708890941
2024,"L",156,2.489485268
2024,"L",157,3.841095052
2024,"L",158,3.696203412
2024,"L",159,3.51174102
2024,"L",160,3.263200129
2024,"L",161,3.819926223
2024,"L",162,2.732325185
2024,"L",163,2.720008189
2024,"L",164,2.547720007
2024,"L",165,3.537049759
2024,"L",166,3.012629767
2024,"L",167,3.493406136
2024,"L",168,4.294649007
2024,"L",169,4.601556105
2024,"L",170,3.413724833
2024,"L",171,4.826836011
2024,"L",172,4.962661639
2024,"L",173,5.969815208
2024,"L",174,6.466735921
2024,"L",175,4.921910294
2024,"L",176,4.392957731
2024,"L",177,6.045208591
2024,"L",178,5.088623745
2024,"L",179,4.11414369
2024,"L",180,4.031669362
2024,"L",181,3.763409264
2024,"L",182,5.026019246
2024,"L",183,5.162981063
2024,"L",184,5.012446782
2024,"L",185,5.618109142
2024,"L",186,4.157735075
2024,"L",187,6.744974466
2024,"L",188,4.812271014
2024,"L",189,3.698230271
2024,"L",190,5.431681708
2024,"L",191,4.817150101
2024,"L",192,4.266546373
2024,"L",193,4.641551732
2024,"L",194,3.842434102
2024,"L",195,3.970200182
2024,"L",196,4.587416853
2024,"L",197,4.33611428
2024,"L",198,5.123229217
2024,"L",199,5.4915846
2024,"L",200,6.146221534
2024,"L",201,5.235441249
2024,"L",202,5.629929871
2024,"L",203,4.101115379
2024,"L",204,4.156056474
2024,"L",205,4.59858634
2024,"L",206,6.798166438
2024,"L",207,3.381374328
2024,"L",208,0.958852002
2024,"L",209,3.120599152
2024,"L",210,3.534950638
2024,"L",211,3.237467386
2024,"L",212,3.655016745
2024,"L",213,3.244794723
2024,"L",214,5.015322518
2024,"L",215,3.075492848
2024,"L",216,3.238768998
2024,"L",217,5.511346469
2024,"L",218,4.752491753
2024,"L",219,5.713508175
2024,"L",220,5.585266724
2024,"L",221,6.412019453
2024,"L",222,5.926660886
2024,"L",223,6.411688608
2024,"L",224,5.992427563
2024,"L",225,7.102329267
2024,"L",226,4.943519669
2024,"L",227,3.832531401
2024,"L",228,4.544933798
2024,"L",229,6.558410341
2024,"L",230,10.42647967
2024,"L",231,4.945255732
2024,"L",232,6.73281767
2024,"L",233,5.51892281
2024,"L",234,5.566895273
2024,"L",235,5.385366079
2024,"L",236,5.462853361
2024,"L",237,5.460502623
2024,"L",238,5.245375292
2024,"L",239,5.256711072
2024,"R",148,2.433824151
2024,"R",149,5.430016166
2024,"R",150,4.397346646
2024,"R",151,3.741852128
2024,"R",152,4.090792158
2024,"R",153,5.562098897
2024,"R",154,5.382104648
2024,"R",155,3.603093301
