"lake","year","doy","cumulative.load","daily.load"
"T",2024,197,125.4,3.3
"T",2024,198,128.7,3.3
"T",2024,199,132,3.3
"T",2024,200,135.3,3.3
"T",2024,201,138.6,3.3
"T",2024,202,141.9,3.3
"T",2024,203,145.2,3.3
"T",2024,204,148.5,3.3
"T",2024,205,151.8,3.3
"T",2024,206,155.1,3.3
"T",2024,207,158.4,3.3
"T",2024,208,161.7,3.3
"T",2024,209,165,3.3
"T",2024,210,168.3,3.3
"T",2024,211,171.6,3.3
"T",2024,212,174.9,3.3
"T",2024,213,178.2,3.3
"T",2024,214,181.5,3.3
"T",2024,215,184.8,3.3
"T",2024,216,188.1,3.3
"T",2024,217,191.4,3.3
"T",2024,218,194.7,3.3
"T",2024,219,198,3.3
"T",2024,220,201.3,3.3
"T",2024,221,204.6,3.3
"T",2024,222,207.9,3.3
"T",2024,223,211.2,3.3
"T",2024,224,214.5,3.3
"T",2024,225,217.8,3.3
"T",2024,226,221.1,3.3
"T",2024,227,224.4,3.3
"T",2024,228,227.7,3.3
"T",2024,229,231,3.3
"T",2024,230,234.3,3.3
"T",2024,231,237.6,3.3
"T",2024,232,240.9,3.3
"T",2024,233,244.2,3.3
"T",2024,234,244.5,0.3
"T",2024,235,244.8,0.3
"T",2024,236,245.1,0.3
"T",2024,237,245.4,0.3
"T",2024,238,245.7,0.3
"T",2024,239,246,0.3
"T",2024,240,246.3,0.3
"T",2024,241,246.6,0.3
"T",2024,242,246.9,0.3
"T",2024,243,247.2,0.3
"T",2024,244,247.5,0.3
"T",2024,245,247.8,0.3
"T",2024,246,248.1,0.3
"T",2024,247,248.4,0.3
"T",2024,248,248.7,0.3
"T",2024,249,249,0.3
"T",2024,250,249.3,0.3
"T",2025,140,0.3,0.3
"T",2025,141,0.6,0.3
"T",2025,142,0.9,0.3
"T",2025,143,1.2,0.3
"T",2025,144,1.5,0.3
"T",2025,145,1.8,0.3
"T",2025,146,2.1,0.3
"T",2025,147,2.4,0.3
"T",2025,148,2.7,0.3
"T",2025,149,3,0.3
"T",2025,150,3.3,0.3
"T",2025,151,3.6,0.3
"T",2025,152,3.9,0.3
"T",2025,153,10.2,6.3
"T",2025,154,16.5,6.3
"T",2025,155,22.8,6.3
"T",2025,156,29.1,6.3
"T",2025,157,35.4,6.3
"T",2025,158,41.7,6.3
"T",2025,159,48,6.3
"T",2025,160,54.3,6.3
"T",2025,161,60.6,6.3
"T",2025,162,66.9,6.3
"T",2025,163,73.2,6.3
"T",2025,164,79.5,6.3
"T",2025,165,85.8,6.3
"T",2025,166,92.1,6.3
"T",2025,167,98.4,6.3
"T",2025,168,104.7,6.3
"T",2025,169,111,6.3
"T",2025,170,117.3,6.3
"T",2025,171,123.6,6.3
"T",2025,172,129.9,6.3
"T",2025,173,136.2,6.3
"T",2025,174,142.5,6.3
"T",2025,175,148.8,6.3
"T",2025,176,155.1,6.3
"T",2025,177,161.4,6.3
"T",2025,178,167.7,6.3
"T",2025,179,174,6.3
"T",2025,180,180.3,6.3
"T",2025,181,186.6,6.3
"T",2025,182,192.9,6.3
"T",2025,183,199.2,6.3
"T",2025,184,205.5,6.3
"T",2025,185,211.8,6.3
"T",2025,186,218.1,6.3
"T",2025,187,224.4,6.3
"T",2025,188,230.7,6.3
"T",2025,189,237,6.3
"T",2025,190,243.3,6.3
"T",2025,191,249.6,6.3
"T",2025,192,255.9,6.3
"T",2025,193,262.2,6.3
"T",2025,194,268.5,6.3
"T",2025,195,274.8,6.3
"T",2025,196,281.1,6.3
"T",2025,197,287.4,6.3
"T",2025,198,287.7,0.3
"T",2025,199,288,0.3
"T",2025,200,288.3,0.3
"T",2025,201,288.6,0.3
"T",2025,202,288.9,0.3
"T",2025,203,289.2,0.3
"T",2025,204,289.5,0.3
"T",2025,205,289.8,0.3
"T",2025,206,290.1,0.3
"T",2025,207,290.4,0.3
"T",2025,208,290.7,0.3
"T",2025,209,291,0.3
"T",2025,210,291.3,0.3
"T",2025,211,291.6,0.3
"T",2025,212,291.9,0.3
"T",2025,213,292.2,0.3
"T",2025,214,292.5,0.3
"T",2025,215,292.8,0.3
"T",2025,216,293.1,0.3
"T",2025,217,293.4,0.3
"T",2025,218,293.7,0.3
"T",2025,219,294,0.3
"T",2025,220,294.3,0.3
"T",2025,221,294.6,0.3
"T",2025,222,294.9,0.3
"T",2025,223,295.2,0.3
"T",2025,224,295.5,0.3
"T",2025,225,295.8,0.3
"T",2025,226,296.1,0.3
"T",2025,227,296.4,0.3
"T",2025,228,296.7,0.3
"T",2025,229,297,0.3
"T",2025,230,297.3,0.3
"T",2025,231,297.6,0.3
"T",2025,232,297.9,0.3
"T",2025,233,298.2,0.3
"T",2025,234,298.5,0.3
"T",2025,235,298.8,0.3
"T",2025,236,299.1,0.3
"T",2025,237,299.4,0.3
"T",2025,238,299.7,0.3
"T",2025,239,300,0.3
"T",2025,240,300.3,0.3
"T",2025,241,300.6,0.3
"T",2025,242,300.9,0.3
"T",2025,243,301.2,0.3
"T",2025,244,301.5,0.3
"T",2025,245,301.8,0.3
"T",2025,246,302.1,0.3
"T",2025,247,302.4,0.3
"T",2025,248,302.7,0.3
"T",2025,249,303,0.3
"T",2025,250,303.3,0.3
