"Year","Lake","DoY","Chl_HYLB","Chl_logged_HYLB"
2013,"L",137.8090278,4.558364088,0.744946990845549
2013,"L",137.8125,4.564900125,0.74545737432201
2013,"L",137.8159722,4.571450514,0.745968277438716
2013,"L",137.8194444,4.577756093,0.746459519291776
2013,"L",137.8229167,4.583763699,0.746927030963273
2013,"L",137.8263889,4.589629221,0.74738300062089
2013,"L",137.8298611,4.595806849,0.747862715494347
2013,"L",137.8333333,4.601976399,0.748341274818564
2013,"L",137.8368056,4.608011428,0.748808889964359
2013,"L",137.8402778,4.61385411,0.749261122219826
2013,"L",137.84375,4.61954569,0.749701206618642
2013,"L",137.8472222,4.625250263,0.75014184863623
2013,"L",137.8506944,4.631075585,0.750591356843425
2013,"L",137.8541667,4.63673192,0.751027380494618
2013,"L",137.8576389,4.642425706,0.751465849418092
2013,"L",137.8611111,4.647991456,0.751894031065196
2013,"L",137.8645833,4.653361694,0.752306771889147
2013,"L",137.8680556,4.658701991,0.752716822920631
2013,"L",137.8715278,4.663880391,0.753114073411026
2013,"L",137.875,4.669032437,0.753508941938899
2013,"L",137.8784722,4.67406821,0.753894552300255
2013,"L",137.8819444,4.678981234,0.754270433574512
2013,"L",137.8854167,4.683832352,0.754641259671502
2013,"L",137.8888889,4.688516514,0.754999023199152
2013,"L",137.8923611,4.692972085,0.755339054291051
2013,"L",137.8958333,4.697128598,0.755656022646333
2013,"L",137.8993056,4.701216391,0.75596752506548
2013,"L",137.9027778,4.705288193,0.756277586960795
2013,"L",137.90625,4.709341929,0.756586053416753
2013,"L",137.9097222,4.713134075,0.756874416139914
2013,"L",137.9131944,4.716712474,0.757146349622811
2013,"L",137.9166667,4.720336802,0.757421599937068
2013,"L",137.9201389,4.723797939,0.75768429393361
2013,"L",137.9236111,4.727039359,0.757930167806498
2013,"L",137.9270833,4.730149594,0.758165960012883
2013,"L",137.9305556,4.733223298,0.758398857037306
2013,"L",137.9340278,4.736095817,0.758616397270416
2013,"L",137.9375,4.73874704,0.758817081768501
2013,"L",137.9409722,4.741228971,0.759004867693058
2013,"L",137.9444444,4.743562962,0.759181386245938
2013,"L",137.9479167,4.74585527,0.759354682527495
2013,"L",137.9513889,4.748147739,0.759527921850481
2013,"L",137.9548611,4.75025437,0.759687056697265
2013,"L",137.9583333,4.752378896,0.759847484298079
2013,"L",137.9618056,4.754377306,0.759998334534074
2013,"L",137.9652778,4.756222688,0.760137586914817
2013,"L",137.96875,4.757982084,0.760270309233963
2013,"L",137.9722222,4.759731292,0.760402222811448
2013,"L",137.9756944,4.761618536,0.760544501220623
2013,"L",137.9791667,4.7634758,0.760684473960126
2013,"L",137.9826389,4.765410103,0.760830204802495
2013,"L",137.9861111,4.767397526,0.760979886801609
2013,"L",137.9895833,4.769353668,0.761127162524258
2013,"L",137.9930556,4.771124541,0.761260446494672
2013,"L",137.9965278,4.772721144,0.761380579056391
2013,"L",138,4.774176755,0.761490074062578
2013,"L",138.0034722,4.77547592,0.761587777466973
2013,"L",138.0069444,4.776761491,0.761684436905978
2013,"L",138.0104167,4.778016399,0.761778770112038
2013,"L",138.0138889,4.779138775,0.761863123345617
2013,"L",138.0173611,4.780178545,0.761941253629987
2013,"L",138.0208333,4.781416661,0.762034269678245
2013,"L",138.0243056,4.782834129,0.762140735465772
2013,"L",138.0277778,4.784303314,0.762251058170066
2013,"L",138.03125,4.785698349,0.762355786937295
2013,"L",138.0347222,4.787027458,0.762455542987289
2013,"L",138.0381944,4.788296316,0.762550755534373
2013,"L",138.0416667,4.789618111,0.762649918173866
2013,"L",138.0451389,4.790949702,0.762749792832059
2013,"L",138.0486111,4.792540514,0.762869080001091
2013,"L",138.0520833,4.79408253,0.762984676934074
2013,"L",138.0555556,4.795569823,0.763096142425315
2013,"L",138.0590278,4.797019722,0.763204777883486
2013,"L",138.0625,4.79846838,0.76331329322554
2013,"L",138.0659722,4.799791272,0.763412364071595
2013,"L",138.0694444,4.800999589,0.763502834697895
2013,"L",138.0729167,4.80212563,0.763587128090409
2013,"L",138.0763889,4.803086515,0.763659045268481
2013,"L",138.0798611,4.803927073,0.763721946840705
2013,"L",138.0833333,4.804596313,0.76377202164001
2013,"L",138.0868056,4.805164038,0.763814496217862
2013,"L",138.0902778,4.80568634,0.763853568786925
2013,"L",138.09375,4.806273672,0.763897501946633
2013,"L",138.0972222,4.806727644,0.763931456568573
2013,"L",138.1006944,4.807130502,0.76396158591995
2013,"L",138.1041667,4.807657449,0.764000992610021
2013,"L",138.1076389,4.808227674,0.764043631731968
2013,"L",138.1111111,4.808731448,0.764081298433928
2013,"L",138.1145833,4.809124699,0.76411069916625
2013,"L",138.1180556,4.809482397,0.764137440111418
2013,"L",138.1215278,4.809776828,0.764159450078861
2013,"L",138.125,4.810051945,0.76418001523474
2013,"L",138.1284722,4.810321276,0.764200146940478
2013,"L",138.1319444,4.810574154,0.764219047983117
2013,"L",138.1354167,4.810648921,0.764224636189335
2013,"L",138.1388889,4.810615473,0.764222136240735
2013,"L",138.1423611,4.810575389,0.764219140289593
2013,"L",138.1458333,4.810391238,0.764205376242985
2013,"L",138.1493056,4.81026217,0.764195729019507
2013,"L",138.1527778,4.810063082,0.764180847711464
2013,"L",138.15625,4.809717077,0.764154983528114
2013,"L",138.1597222,4.809230343,0.764118597118427
2013,"L",138.1631944,4.808565444,0.764068886833906
2013,"L",138.1666667,4.808023422,0.764028359073725
2013,"L",138.1701389,4.807515664,0.763990389850593
2013,"L",138.1736111,4.806948899,0.763948004269941
2013,"L",138.1770833,4.806358615,0.763903855420206
2013,"L",138.1805556,4.805839466,0.763865023229339
2013,"L",138.1840278,4.805313183,0.763825653873017
2013,"L",138.1875,4.804760945,0.763784339078015
2013,"L",138.1909722,4.804343776,0.763753126646194
2013,"L",138.1944444,4.803816635,0.763713682941156
2013,"L",138.1979167,4.803313316,0.763676018390937
2013,"L",138.2013889,4.8028974,0.763644891948684
2013,"L",138.2048611,4.802509827,0.763615884639935
2013,"L",138.2083333,4.802169521,0.763590413360019
2013,"L",138.2118056,4.801716285,0.763556487156816
2013,"L",138.2152778,4.801220696,0.763519387658909
2013,"L",138.21875,4.800740246,0.763483418431811
2013,"L",138.2222222,4.800343421,0.763453707602583
2013,"L",138.2256944,4.799843282,0.763416258617738
2013,"L",138.2291667,4.799420385,0.76338459077418
2013,"L",138.2326389,4.799087703,0.763359676887709
2013,"L",138.2361111,4.798679548,0.763329109027448
2013,"L",138.2395833,4.79828341,0.763299439096077
2013,"L",138.2430556,4.797881665,0.76326934714144
2013,"L",138.2465278,4.797570028,0.763246003121203
2013,"L",138.25,4.797160783,0.763215345601297
2013,"L",138.2534722,4.796987055,0.76320233056771
2013,"L",138.2569444,4.796919095,0.763197239159757
2013,"L",138.2604167,4.796830131,0.763190574089893
2013,"L",138.2638889,4.796684687,0.763179677389864
2013,"L",138.2673611,4.796498704,0.763165743099702
2013,"L",138.2708333,4.796307018,0.763151381059302
2013,"L",138.2743056,4.796093118,0.763135354078073
2013,"L",138.2777778,4.795864919,0.763118255057153
2013,"L",138.28125,4.795891537,0.763120249586724
2013,"L",138.2847222,4.796034848,0.763130987953141
2013,"L",138.2881944,4.796226581,0.763145354189516
2013,"L",138.2916667,4.796477449,0.763164150595915
2013,"L",138.2951389,4.796685956,0.763179772464836
2013,"L",138.2986111,4.796771086,0.763186150457028
2013,"L",138.3020833,4.796932518,0.763198244784984
2013,"L",138.3055556,4.797044491,0.763206633495086
2013,"L",138.3090278,4.797138258,0.763213658136937
2013,"L",138.3125,4.7972831,0.763224508886519
2013,"L",138.3159722,4.797446577,0.763236755340037
2013,"L",138.3194444,4.797646831,0.763251756376101
2013,"L",138.3229167,4.797876821,0.763268984297996
2013,"L",138.3263889,4.798087593,0.763284772051956
2013,"L",138.3298611,4.798284974,0.763299556240485
2013,"L",138.3333333,4.798276916,0.763298952691784
2013,"L",138.3368056,4.798262938,0.763297905729786
2013,"L",138.3402778,4.79824989,0.763296928423162
2013,"L",138.34375,4.798177417,0.763291500091978
2013,"L",138.3472222,4.79810714,0.763286236179531
2013,"L",138.3506944,4.79802206,0.763279863402222
2013,"L",138.3541667,4.797995679,0.763277887357862
2013,"L",138.3576389,4.798063617,0.763282976172563
2013,"L",138.3611111,4.798164803,0.763290555278434
2013,"L",138.3645833,4.798358745,0.763305081690607
2013,"L",138.3680556,4.798537642,0.763318480789356
2013,"L",138.3715278,4.79883372,0.763340655649094
2013,"L",138.375,4.799197619,0.763367908434175
2013,"L",138.3784722,4.799434521,0.76338564935916
2013,"L",138.3819444,4.799607602,0.763398610450677
2013,"L",138.3854167,4.79972274,0.763407232292901
2013,"L",138.3888889,4.799959276,0.763424944205942
2013,"L",138.3923611,4.800151051,0.763439303866657
2013,"L",138.3958333,4.800405049,0.763458321908358
2013,"L",138.3993056,4.800519419,0.763466885063826
2013,"L",138.4027778,4.800792946,0.763487363999835
2013,"L",138.40625,4.801067573,0.763507924321261
2013,"L",138.4097222,4.801083198,0.763509094078733
2013,"L",138.4131944,4.80124693,0.763521351599995
2013,"L",138.4166667,4.801224268,0.763519655068044
2013,"L",138.4201389,4.80116431,0.763515166435661
2013,"L",138.4236111,4.801120231,0.763511866522372
2013,"L",138.4270833,4.800804063,0.763488196307965
2013,"L",138.4305556,4.800424977,0.763459813977531
2013,"L",138.4340278,4.799930517,0.763422790758758
2013,"L",138.4375,4.799211994,0.763368984958179
2013,"L",138.4409722,4.798445702,0.763311594682257
2013,"L",138.4444444,4.797793844,0.763262768796665
2013,"L",138.4479167,4.797032788,0.763205756746001
2013,"L",138.4513889,4.796048301,0.763131995979669
2013,"L",138.4548611,4.795056659,0.763057686472308
2013,"L",138.4583333,4.793790732,0.762962804713281
2013,"L",138.4618056,4.792519962,0.762867539116568
2013,"L",138.4652778,4.791151758,0.762764945834499
2013,"L",138.46875,4.789743136,0.762659296526686
2013,"L",138.4722222,4.788295494,0.762550693859906
2013,"L",138.4756944,4.786524024,0.762417760529816
2013,"L",138.4791667,4.784509342,0.762266526797001
2013,"L",138.4826389,4.782207002,0.762093635279489
2013,"L",138.4861111,4.779889566,0.761919540611706
2013,"L",138.4895833,4.777312766,0.761725879549563
2013,"L",138.4930556,4.77458779,0.761520988232098
2013,"L",138.4965278,4.77180262,0.761311470981655
2013,"L",138.5,4.768871926,0.761090897348002
2013,"L",138.5034722,4.765901384,0.760867210242463
2013,"L",138.5069444,4.762907766,0.760641668854687
2013,"L",138.5104167,4.759748633,0.760403530353223
2013,"L",138.5138889,4.756330563,0.760145725772673
2013,"L",138.5173611,4.752841915,0.759882440010817
2013,"L",138.5208333,4.749366635,0.759620004328759
2013,"L",138.5243056,4.745530847,0.759330160660889
2013,"L",138.5277778,4.741430746,0.759020130667187
2013,"L",138.53125,4.737187683,0.758699057370327
2013,"L",138.5347222,4.732678457,0.758357583102634
2013,"L",138.5381944,4.728155813,0.758014822813375
2013,"L",138.5416667,4.723249725,0.757642696078465
2013,"L",138.5451389,4.718125397,0.757253675091226
2013,"L",138.5486111,4.712871266,0.756854437766877
2013,"L",138.5520833,4.707557613,0.756450304022405
2013,"L",138.5555556,4.701998272,0.756027081359801
2013,"L",138.5590278,4.696396347,0.755600199260569
2013,"L",138.5625,4.690541517,0.755153596211369
2013,"L",138.5659722,4.684288772,0.754676132749538
2013,"L",138.5694444,4.677744421,0.75417583922056
2013,"L",138.5729167,4.670930022,0.753654288222912
2013,"L",138.5763889,4.664062699,0.753128052181538
2013,"L",138.5798611,4.657142025,0.752597082028287
2013,"L",138.5833333,4.649861509,0.752037802400988
2013,"L",138.5868056,4.642352643,0.751460225761739
2013,"L",138.5902778,4.6343724,0.7508455479959
2013,"L",138.59375,4.626345403,0.750226390113641
2013,"L",138.5972222,4.618086595,0.74958842896325
2013,"L",138.6006944,4.609603678,0.748932179163876
2013,"L",138.6041667,4.600949096,0.748261625618791
2013,"L",138.6076389,4.59247473,0.747604030382194
2013,"L",138.6111111,4.583825877,0.746931867022498
2013,"L",138.6145833,4.575072203,0.746250496323144
2013,"L",138.6180556,4.566074496,0.745549014607657
2013,"L",138.6215278,4.556988182,0.744839473175942
2013,"L",138.625,4.547874585,0.744126634870951
2013,"L",138.6284722,4.538719128,0.743409342353302
2013,"L",138.6319444,4.529644543,0.742697214853477
2013,"L",138.6354167,4.520487823,0.741977456257499
2013,"L",138.6388889,4.511165508,0.741243453691372
2013,"L",138.6423611,4.501746479,0.740500574183785
2013,"L",138.6458333,4.492311416,0.739755153913597
2013,"L",138.6493056,4.482949836,0.739014272502476
2013,"L",138.6527778,4.473779974,0.738287336370021
2013,"L",138.65625,4.464723081,0.737568159434721
2013,"L",138.6597222,4.455719177,0.736852007722824
2013,"L",138.6631944,4.446812266,0.73614240680511
2013,"L",138.6666667,4.437756178,0.735419730481505
2013,"L",138.6701389,4.428622635,0.734689653180221
2013,"L",138.6736111,4.419451919,0.733955367610397
2013,"L",138.6770833,4.410323947,0.733223269576539
2013,"L",138.6805556,4.401503229,0.732514640046788
2013,"L",138.6840278,4.392850978,0.731818419485923
2013,"L",138.6875,4.384432769,0.7311399586519
2013,"L",138.6909722,4.376125996,0.73046943838028
2013,"L",138.6944444,4.368162969,0.729825691859721
2013,"L",138.6979167,4.360355879,0.729193623863524
2013,"L",138.7013889,4.35301584,0.728598528497277
2013,"L",138.7048611,4.345973576,0.72802680780141
2013,"L",138.7083333,4.339070771,0.727465677600946
2013,"L",138.7118056,4.332312617,0.726915602830746
2013,"L",138.7152778,4.32579112,0.726384129205756
2013,"L",138.71875,4.319622959,0.725880851725765
2013,"L",138.7222222,4.31389977,0.725413358552535
2013,"L",138.7256944,4.30851684,0.724973199390752
2013,"L",138.7291667,4.303432579,0.724557052163014
2013,"L",138.7326389,4.298546685,0.724156765216446
2013,"L",138.7361111,4.293844197,0.723771155443065
2013,"L",138.7395833,4.289246594,0.723393815065301
2013,"L",138.7430556,4.284778063,0.723026753604033
2013,"L",138.7465278,4.280786455,0.722698605797479
2013,"L",138.75,4.277217886,0.722405025716631
2013,"L",138.7534722,4.273806338,0.722124177811949
2013,"L",138.7569444,4.270556938,0.721856509390968
2013,"L",138.7604167,4.267450599,0.721600471250749
2013,"L",138.7638889,4.264734479,0.721376472916956
2013,"L",138.7673611,4.262230583,0.721169874295195
2013,"L",138.7708333,4.259926323,0.720979660933465
2013,"L",138.7743056,4.257854354,0.720808551696137
2013,"L",138.7777778,4.255841708,0.720642276951775
2013,"L",138.78125,4.254122936,0.720500230193829
2013,"L",138.7847222,4.252555123,0.720370618810329
2013,"L",138.7881944,4.251088855,0.720249367155786
2013,"L",138.7916667,4.249772209,0.720140459497275
2013,"L",138.7951389,4.248555366,0.720039782851622
2013,"L",138.7986111,4.247530005,0.71995493052622
2013,"L",138.8020833,4.246681167,0.719884673571373
2013,"L",138.8055556,4.245776452,0.719809779252532
2013,"L",138.8090278,4.244959647,0.719742151223067
2013,"L",138.8125,4.244367798,0.71969314202654
2013,"L",138.8159722,4.243779713,0.719644439036734
2013,"L",138.8194444,4.243545192,0.719625015365372
2013,"L",138.8229167,4.243481529,0.719619742471475
2013,"L",138.8263889,4.243375351,0.719610948126319
2013,"L",138.8298611,4.243429791,0.719615457219655
2013,"L",138.8333333,4.243587684,0.719628534733601
2013,"L",138.8368056,4.243736908,0.719640893874238
2013,"L",138.8402778,4.244139574,0.719674242020974
2013,"L",138.84375,4.244609389,0.719713148102695
2013,"L",138.8472222,4.245062699,0.71975068407714
2013,"L",138.8506944,4.245564627,0.719792242041998
2013,"L",138.8541667,4.246123168,0.719838482700162
2013,"L",138.8576389,4.246897976,0.719902619584083
2013,"L",138.8611111,4.247817794,0.719978747778792
2013,"L",138.8645833,4.24884632,0.720063857326525
