Lake,Date,DOY,Year,Depth,IrradianceWater_uEinst_m2_s,IrradianceDeck_uEinst_m2_s,water_over_deck,Percent_surface_irradiance,,,
Tuesday,7/30/2025,211,2025,0.5,451.3,795.4,0.567387478,0.474001448,,,
Tuesday,7/30/2025,211,2025,0.75,337,815.4,0.413294089,0.345270215,,,
Tuesday,7/30/2025,211,2025,1,256.2,780.5,0.328251121,0.274224428,,,
Tuesday,7/30/2025,211,2025,1.5,141.9,789.6,0.179711246,0.150132659,,,
Tuesday,7/30/2025,211,2025,2,68.06,801.5,0.084915783,0.070939535,,,
Tuesday,7/30/2025,211,2025,2.5,32.27,747,0.043199465,0.036089286,,,
Tuesday,7/30/2025,211,2025,3,17.27,793.1,0.021775312,0.018191324,,,
Tuesday,7/30/2025,211,2025,3.5,10.35,807.7,0.012814164,0.010705087,,,
Tuesday,7/30/2025,211,2025,4,2.265,803.9,0.002817515,0.002353781,,,
Peter,8/4/2025,216,2025,0,836.6,746.7,1.120396411,1,,,
Peter,8/4/2025,216,2025,0.25,643.1,724.3,0.887891758,0.792480009,,,
Peter,8/4/2025,216,2025,0.5,414.3,777.5,0.532861736,0.475601074,,,
Peter,8/4/2025,216,2025,0.75,397,703.7,0.564160864,0.503536836,,,
Peter,8/4/2025,216,2025,1,279.3,711.5,0.392550949,0.35036791,,,
Peter,8/4/2025,216,2025,1.5,154.6,703.2,0.219852105,0.19622707,,,
Peter,8/4/2025,216,2025,2,92.31,711.2,0.129794713,0.115847134,,,
Peter,8/4/2025,216,2025,2.5,58.8,708.9,0.082945408,0.074032198,,,
Peter,8/4/2025,216,2025,3,35.76,725.8,0.049269771,0.043975303,,,
Peter,8/4/2025,216,2025,3.5,21.91,731.7,0.029943966,0.026726225,,,
Peter,8/4/2025,216,2025,4,16.41,726.1,0.022600193,0.020171604,,,
Peter,8/4/2025,216,2025,4.5,6.903,727,0.009495186,0.008474845,,,
Paul,8/5/2025,217,2025,0,902.6,756.8,1.192653277,1,,,
Paul,8/5/2025,217,2025,0.25,701.2,713.7,0.982485638,0.823781444,,,
Paul,8/5/2025,217,2025,0.5,527.4,699.6,0.753859348,0.632085924,,,
Paul,8/5/2025,217,2025,0.75,436.2,675.8,0.645457236,0.541194367,,,
Paul,8/5/2025,217,2025,1,376.2,634,0.593375394,0.49752548,,,
Paul,8/5/2025,217,2025,1.5,259.7,633.6,0.409880051,0.343670754,,,
Paul,8/5/2025,217,2025,2,189.2,635.9,0.297531058,0.24946987,,,
Paul,8/5/2025,217,2025,2.5,136.2,642.5,0.211984436,0.17774188,,,
Paul,8/5/2025,217,2025,3,92.3,647.6,0.142526251,0.119503508,,,
Paul,8/5/2025,217,2025,3.5,69.53,649,0.107134052,0.08982833,,,
Paul,8/5/2025,217,2025,4,55.36,651.5,0.084973139,0.071247143,,,
Paul,8/5/2025,217,2025,4.5,36.9,657.4,0.05613021,0.047063309,,,
Paul,8/5/2025,217,2025,5,28.82,664.6,0.04336443,0.036359628,,,
Paul,8/5/2025,217,2025,5.5,18.53,659.9,0.028080012,0.023544154,,,
Paul,8/5/2025,217,2025,6,9.2,661.5,0.013907785,0.011661214,,,
Paul,8/5/2025,217,2025,6.5,3.43,662.1,0.005180486,0.004343665,,,
Paul,8/5/2025,217,2025,7,1.122,647,0.001734158,0.001454033,,,
Tuesday,8/6/2025,218,2025,0,1087,894.7,1.21493238,1,,,
Tuesday,8/6/2025,218,2025,0.25,945.1,1003,0.94227318,0.775576646,,,
Tuesday,8/6/2025,218,2025,0.5,610.5,1002,0.609281437,0.501494114,,,
Tuesday,8/6/2025,218,2025,0.75,461.6,977,0.472466735,0.388883153,,,
Tuesday,8/6/2025,218,2025,1,308.1,893.1,0.344978166,0.28394845,,,
Tuesday,8/6/2025,218,2025,1.5,167.3,821,0.203775883,0.167726111,,,
Tuesday,8/6/2025,218,2025,2,79.58,754.6,0.105459846,0.086803058,,,
Tuesday,8/6/2025,218,2025,2.5,50.72,830,0.061108434,0.050297806,,,
Tuesday,8/6/2025,218,2025,3,44.56,885.2,0.050338906,0.041433505,,,
Tuesday,8/6/2025,218,2025,3.5,14.94,835.1,0.017890073,0.014725159,,,
Tuesday,8/6/2025,218,2025,4,8.016,790.5,0.010140417,0.008346487,,,
Peter,8/11/2025,223,2025,0,1031,878.9,1.173057231,1,,,
Peter,8/11/2025,223,2025,0.25,859.7,1017,0.8453294,0.720620766,,,
Peter,8/11/2025,223,2025,0.5,586.2,1032,0.568023256,0.484224675,,,
Peter,8/11/2025,223,2025,0.75,517,1108,0.466606498,0.397769594,,,
Peter,8/11/2025,223,2025,1,366.9,1035,0.354492754,0.302195617,,,
Peter,8/11/2025,223,2025,1.5,210,1029,0.204081633,0.173974148,,,
Peter,8/11/2025,223,2025,2,108.4,967.9,0.111995041,0.095472785,,,
Peter,8/11/2025,223,2025,2.5,51.48,879.5,0.058533258,0.049898041,,,
Peter,8/11/2025,223,2025,3,23.01,666.4,0.034528812,0.029434891,,,
Peter,8/11/2025,223,2025,3.5,28.78,1084,0.026549815,0.02263301,,,
Peter,8/11/2025,223,2025,4,13.78,1046,0.013173996,0.01123048,,,
Peter,8/11/2025,223,2025,4.5,4.549,588,0.007736395,0.00659507,,,
Paul,8/12/2025,224,2025,0,1997,1712,1.166471963,1,,,
Paul,8/12/2025,224,2025,0.25,1699,1671,1.016756433,0.871650983,,,
Paul,8/12/2025,224,2025,0.5,1295,1663,0.778713169,0.667579842,,,
Paul,8/12/2025,224,2025,0.75,1083,1617,0.669758813,0.574174806,,,
Paul,8/12/2025,224,2025,1,853.6,1593,0.535844319,0.459371795,,,
Paul,8/12/2025,224,2025,1.5,631.3,1644,0.384002433,0.329199883,,,
Paul,8/12/2025,224,2025,2,454.7,1670,0.272275449,0.233417911,,,
Paul,8/12/2025,224,2025,2.5,335.8,1730,0.194104046,0.166402668,,,
Paul,8/12/2025,224,2025,3,261.9,1775,0.147549296,0.126491935,,,
Paul,8/12/2025,224,2025,3.5,193.8,1750,0.110742857,0.094938293,,,
Paul,8/12/2025,224,2025,4,137.3,1736,0.079089862,0.067802626,,,
Paul,8/12/2025,224,2025,4.5,101.5,1757,0.057768924,0.049524486,,,
Paul,8/12/2025,224,2025,5,71.49,1684,0.042452494,0.036393926,,,
Paul,8/12/2025,224,2025,5.5,11.47,461.1,0.024875298,0.021325243,,,
Paul,8/12/2025,224,2025,6,29.94,1681,0.017810827,0.015268971,,,
Paul,8/12/2025,224,2025,6.5,13.78,1666,0.008271309,0.007090876,,,
Tuesday,8/13/2025,225,2025,0,1184,961.8,1.231025161,1,,,
Tuesday,8/13/2025,225,2025,0.25,966.1,1015,0.95182266,0.77319513,,,
Tuesday,8/13/2025,225,2025,0.5,624.4,942.7,0.662352816,0.538049779,,,
Tuesday,8/13/2025,225,2025,0.75,488.2,840.7,0.580706554,0.471725983,,,
Tuesday,8/13/2025,225,2025,1,341.6,749.5,0.455770514,0.370236554,,,
Tuesday,8/13/2025,225,2025,1.5,188.1,741.9,0.253538213,0.20595697,,,
Tuesday,8/13/2025,225,2025,2,105,100.8,1.041666667,0.846178209,,,
Tuesday,8/13/2025,225,2025,2.5,56.37,673.8,0.08365984,0.067959488,,,
Tuesday,8/13/2025,225,2025,3,31.13,687.2,0.045299767,0.036798409,,,
Tuesday,8/13/2025,225,2025,3.5,16.13,701.8,0.022983756,0.018670419,,,
Tuesday,8/13/2025,225,2025,4,6.894,780.6,0.008831668,0.007174238,,,
Peter,8/18/2025,230,2025,0,66.94,80.14,0.835288246,1,,,
Peter,8/18/2025,230,2025,0.25,53.195,96.8,0.549535124,0.657898787,,,
Peter,8/18/2025,230,2025,0.5,49.63,107.3,0.462534949,0.553742916,,,
Peter,8/18/2025,230,2025,0.75,54.25,118.6,0.457419899,0.547619222,,,
Peter,8/18/2025,230,2025,1,36.94,124.6,0.2964687,0.354929812,,,
Peter,8/18/2025,230,2025,1.5,23.08,143.9,0.160389159,0.19201654,,,
Peter,8/18/2025,230,2025,2,11.54,125.6,0.091878981,0.109996736,,,
Peter,8/18/2025,230,2025,2.5,9.233,144.4,0.063940443,0.076548956,,,
Peter,8/18/2025,230,2025,3,4616,140.1,0.032,0.022840828,,,
Peter,8/18/2025,230,2025,3.5,2.308,133,0.017353383,0.020775323,,,
Peter,8/18/2025,230,2025,4,1.154,132.9,0.00868322,0.010395478,,,
Paul,8/19/2025,231,2025,0,214,186,1.150537634,1,,,
Paul,8/19/2025,231,2025,0.25,153,182,0.840659341,0.73066653,,,
Paul,8/19/2025,231,2025,0.5,116,168,0.69047619,0.600133511,,,
Paul,8/19/2025,231,2025,0.75,100,168,0.595238095,0.517356475,,,
Paul,8/19/2025,231,2025,1,76,165,0.460606061,0.400339847,,,
Paul,8/19/2025,231,2025,1.5,54,163,0.331288344,0.287942205,,,
Paul,8/19/2025,231,2025,2,38,154,0.246753247,0.214467775,,,
Paul,8/19/2025,231,2025,2.5,27,156,0.173076923,0.150431344,,,
Paul,8/19/2025,231,2025,3,23,155,0.148387097,0.128971963,,,
Paul,8/19/2025,231,2025,3.5,17,157,0.108280255,0.094112745,,,
Paul,8/19/2025,231,2025,4,12,158,0.075949367,0.066012067,,,
Paul,8/19/2025,231,2025,4.5,8,154,0.051948052,0.045151111,,,
Paul,8/19/2025,231,2025,5,9.22,171,0.053918129,0.04686342,,,
Paul,8/19/2025,231,2025,5.5,4.6,173,0.026589595,0.023110583,,,
Paul,8/19/2025,231,2025,6,1.14,183,0.006229508,0.005414432,,,
Tuesday,8/20/2025,232,2025,0,491,495,0.991919192,1,,,
Tuesday,8/20/2025,232,2025,0.25,418,554,0.754512635,0.760659378,,,
Tuesday,8/20/2025,232,2025,0.5,308,552,0.557971014,0.562516603,,,
Tuesday,8/20/2025,232,2025,0.75,204,502,0.406374502,0.409685089,,,
Tuesday,8/20/2025,232,2025,1,133,492,0.270325203,0.272527445,,,
Tuesday,8/20/2025,232,2025,1.5,83,481,0.172557173,0.173962934,,,
Tuesday,8/20/2025,232,2025,2,51,485,0.105154639,0.106011296,,,
Tuesday,8/20/2025,232,2025,2.5,32,494,0.064777328,0.065305045,,,
Tuesday,8/20/2025,232,2025,3,16,494,0.032388664,0.032652523,,,
Tuesday,8/20/2025,232,2025,3.5,10.35,501,0.020658683,0.020826981,,,
Tuesday,8/20/2025,232,2025,4,6.88,521,0.013205374,0.013312954,,,
Tuesday,8/20/2025,232,2025,4.5,1.12,497,0.002253521,0.00227188,,,
